frame_digit,action_id
000001,12
000002,12
000003,12
000004,12
000005,12
000006,12
000007,12
000008,12
000009,12
000010,12
000011,12
000012,12
000013,12
000014,12
000015,12
000016,12
000017,12
000018,12
000019,12
000020,12
000021,12
000022,12
000023,12
000024,12
000025,12
000026,12
000027,12
000028,12
000029,12
000030,12
000031,12
000032,12
000033,12
000034,12
000035,12
000036,12
000037,12
000038,12
000039,12
000040,12
000041,12
000042,12
000043,12
000044,12
000045,12
000046,12
000047,12
000048,12
000049,12
000050,12
000051,12
000052,12
000053,12
000054,12
000055,12
000056,12
000057,12
000058,12
000059,12
000060,12
000061,12
000062,12
000063,12
000064,12
000065,12
000066,12
000067,12
000068,12
000069,12
000070,12
000071,12
000072,12
000073,12
000074,12
000075,12
000076,12
000077,12
000078,12
000079,12
000080,12
000081,12
000082,12
000083,12
000084,12
000085,12
000086,12
000087,12
000088,12
000089,12
000090,12
000091,12
000092,12
000093,12
000094,12
000095,12
000096,12
000097,12
000098,12
000099,12
000100,12
000101,12
000102,12
000103,12
000104,12
000105,12
000106,12
000107,12
000108,12
000109,12
000110,12
000111,12
000112,12
000113,12
000114,12
000115,12
000116,12
000117,12
000118,12
000119,12
000120,12
000121,12
000122,12
000123,12
000124,12
000125,12
000126,12
000127,12
000128,12
000129,12
000130,12
000131,12
000132,12
000133,12
000134,12
000135,12
000136,12
000137,12
000138,12
000139,12
000140,12
000141,12
000142,12
000143,12
000144,12
000145,12
000146,12
000147,12
000148,12
000149,12
000150,12
000151,12
000152,12
000153,12
000154,12
000155,12
000156,12
000157,12
000158,12
000159,12
000160,12
000161,12
000162,12
000163,12
000164,12
000165,12
000166,12
000167,12
000168,12
000169,12
000170,12
000171,12
000172,12
000173,12
000174,12
000175,12
000176,12
000177,12
000178,12
000179,12
000180,12
000181,12
000182,12
000183,12
000184,12
000185,12
000186,12
000187,12
000188,12
000189,12
000190,12
000191,12
000192,12
000193,12
000194,12
000195,12
000196,12
000197,12
000198,12
000199,12
000200,12
000201,12
000202,12
000203,12
000204,12
000205,12
000206,12
000207,12
000208,04
000209,04
000210,04
000211,04
000212,04
000213,04
000214,04
000215,04
000216,04
000217,04
000218,04
000219,04
000220,04
000221,04
000222,04
000223,04
000224,04
000225,04
000226,04
000227,04
000228,04
000229,04
000230,04
000231,04
000232,04
000233,04
000234,04
000235,04
000236,04
000237,04
000238,04
000239,04
000240,04
000241,04
000242,04
000243,04
000244,04
000245,04
000246,04
000247,04
000248,04
000249,04
000250,04
000251,04
000252,04
000253,04
000254,04
000255,04
000256,04
000257,04
000258,04
000259,04
000260,04
000261,04
000262,04
000263,04
000264,04
000265,04
000266,04
000267,04
000268,04
000269,04
000270,04
000271,04
000272,04
000273,04
000274,04
000275,04
000276,04
000277,04
000278,04
000279,04
000280,04
000281,04
000282,04
000283,04
000284,04
000285,04
000286,04
000287,04
000288,04
000289,04
000290,04
000291,04
000292,04
000293,04
000294,04
000295,04
000296,04
000297,04
000298,04
000299,04
000300,04
000301,04
000302,04
000303,04
000304,04
000305,04
000306,04
000307,04
000308,04
000309,04
000310,04
000311,04
000312,04
000313,04
000314,04
000315,04
000316,04
000317,04
000318,04
000319,04
000320,04
000321,04
000322,04
000323,04
000324,04
000325,04
000326,04
000327,04
000328,04
000329,04
000330,04
000331,04
000332,04
000333,04
000334,04
000335,04
000336,04
000337,04
000338,04
000339,04
000340,04
000341,04
000342,04
000343,04
000344,04
000345,04
000346,04
000347,04
000348,04
000349,04
000350,04
000351,04
000352,04
000353,04
000354,04
000355,04
000356,04
000357,04
000358,04
000359,04
000360,04
000361,04
000362,04
000363,04
000364,04
000365,04
000366,04
000367,04
000368,04
000369,04
000370,04
000371,04
000372,04
000373,04
000374,04
000375,04
000376,04
000377,04
000378,04
000379,04
000380,04
000381,04
000382,04
000383,04
000384,04
000385,04
000386,04
000387,04
000388,04
000389,04
000390,04
000391,04
000392,04
000393,04
000394,04
000395,04
000396,04
000397,04
000398,04
000399,04
000400,04
000401,04
000402,04
000403,04
000404,04
000405,04
000406,04
000407,04
000408,04
000409,04
000410,04
000411,04
000412,04
000413,04
000414,04
000415,04
000416,04
000417,04
000418,04
000419,04
000420,04
000421,04
000422,04
000423,04
